id;tabla;fuente;duplicado_en_b;precio;area;precio_m2;lat;lon;manzana;barrio;localidad;codigo_predial;estrato;estrato_num;avaluo;anio;habitaciones;banios;plantas;piso;anio_construccion;uso;condicion_predio;clase_unidad_principal;origen_predio;origen_caract;origen_atributos;npn_remapeado;area_es_suma_pisos;area_confiable;es_vis;precio_valido;area_valida;vivienda_sin_ambientes;vivienda_en_sotano;precio_m2_en_rango;apto_modelo
B:9771;B;observatorio;False;225000000,0;135,0;1666666,6666666667;10,956818330169494;-74,80124678515864;"=""08001010500000506""";CEVILLAR;METROPOLITANA;"=""080010105000005060006000000000""";Medio_Bajo_3;3;98569000,0;2022;3,0;1,0;1,0;1,0;1998,0;Residencial_Vivienda_Hasta_3_Pisos;NPH;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9772;B;observatorio;False;160000000,0;87,0;1839080,4597701149;10,957638104953734;-74,80072756424919;"=""08001010500000509""";CEVILLAR;METROPOLITANA;"=""080010105000005090011000000000""";Medio_Bajo_3;3;70965000,0;2022;3,0;1,0;1,0;1,0;2001,0;Residencial_Vivienda_Hasta_3_Pisos;NPH;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9773;B;observatorio;False;90000000,0;79,0;1139240,5063291139;10,958348049284568;-74,79964893353709;"=""08001010500000513""";CEVILLAR;METROPOLITANA;"=""080010105000005130006000000000""";Bajo_2;2;72557000,0;2022;3,0;1,0;1,0;1,0;1986,0;Residencial_Vivienda_Hasta_3_Pisos;NPH;vivienda;unidad_2022;unidad;;False;False;True;True;True;True;False;False;True;False
B:9774;B;observatorio;False;352000000,0;;;10,95742323507425;-74,80466242159923;"=""08001010700000186""";LA SIERRA;METROPOLITANA;"=""080010107000001860003000000000""";No_Aplica;;126358000,0;2022;;;;;;;NPH;;unidad_2022;;;False;;True;False;True;False;False;False;False;False
B:9775;B;observatorio;False;352000000,0;;;10,957370597263832;-74,8046244295086;"=""08001010700000186""";LA SIERRA;METROPOLITANA;"=""080010107000001860019000000000""";No_Aplica;;68038000,0;2022;;;;;;;NPH;;unidad_2022;;;False;;True;False;True;False;False;False;False;False
B:9776;B;observatorio;False;352000000,0;;;10,957339009394266;-74,80460150097737;"=""08001010700000186""";LA SIERRA;METROPOLITANA;"=""080010107000001860020000000000""";No_Aplica;;72169000,0;2022;;;;;;;NPH;;unidad_2022;;;False;;True;False;True;False;False;False;False;False
B:9777;B;observatorio;False;352000000,0;;;10,957268857638928;-74,80455058089797;"=""08001010700000186""";LA SIERRA;METROPOLITANA;"=""080010107000001860022000000000""";No_Aplica;;78539000,0;2022;;;;;;;NPH;;unidad_2022;;;False;;True;False;True;False;False;False;False;False
B:9778;B;observatorio;False;120000000,0;65,0;1846153,8461538462;10,95462630519395;-74,80510483225208;"=""08001010700000193""";LA SIERRA;METROPOLITANA;"=""080010107000001930009000000000""";Bajo_2;2;53634000,0;2022;2,0;1,0;1,0;1,0;2014,0;Residencial_Vivienda_Hasta_3_Pisos;NPH;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9779;B;observatorio;False;160000000,0;125,0;1280000,0;10,954475478579102;-74,80671748424325;"=""08001010700000195""";LA SIERRA;METROPOLITANA;"=""080010107000001950016000000000""";Bajo_2;2;126793000,0;2022;4,0;1,0;1,0;1,0;1995,0;Residencial_Vivienda_Hasta_3_Pisos;NPH;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9811;B;observatorio;False;70000000,0;84,0;833333,3333333334;10,94625728549341;-74,81781650689655;"=""08001010700000313""";LA SIERRITA;METROPOLITANA;"=""080010107000003130037000000000""";Bajo_Bajo_1;1;28623000,0;2022;2,0;1,0;1,0;1,0;2014,0;Residencial_Vivienda_Hasta_3_Pisos;NPH;vivienda;unidad_2022;unidad;;False;False;True;True;True;True;False;False;True;False
B:9812;B;observatorio;False;68200000,0;56,0;1217857,142857143;10,946603381822209;-74,80954021094678;"=""08001010700000237""";LA SIERRITA;METROPOLITANA;"=""080010107000002370004000000000""";Bajo_2;2;19644000,0;2022;2,0;1,0;1,0;1,0;2014,0;Residencial_Vivienda_Hasta_3_Pisos;NPH;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9946;B;observatorio;False;225000000,0;55,0;4090909,090909091;11,00609042664594;-74,83836760165362;"=""08001010300001003""";MIRAMAR;NORTE - CENTRO HISTORICO;"=""080010103000010030001901060002""";Medio_4;4;137109000,0;2022;3,0;2,0;1,0;6,0;2007,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9947;B;observatorio;False;225000000,0;55,0;4090909,090909091;11,00609042664594;-74,83836760165362;"=""08001010300001003""";MIRAMAR;NORTE - CENTRO HISTORICO;"=""080010103000010030001901060002""";Medio_4;4;137109000,0;2022;3,0;2,0;1,0;6,0;2007,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9948;B;observatorio;False;215000000,0;55,0;3909090,909090909;11,006391882543788;-74,83823553942942;"=""08001010300001003""";MIRAMAR;NORTE - CENTRO HISTORICO;"=""080010103000010030001902080002""";Medio_4;4;137109000,0;2022;3,0;2,0;1,0;8,0;2015,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9949;B;observatorio;False;215000000,0;55,0;3909090,909090909;11,006391882543788;-74,83823553942942;"=""08001010300001003""";MIRAMAR;NORTE - CENTRO HISTORICO;"=""080010103000010030001902080002""";Medio_4;4;137109000,0;2022;3,0;2,0;1,0;8,0;2015,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9950;B;observatorio;False;170000000,0;55,0;3090909,090909091;11,00647882009747;-74,83805298514932;"=""08001010300001003""";MIRAMAR;NORTE - CENTRO HISTORICO;"=""080010103000010030001902080005""";Medio_4;4;137109000,0;2022;3,0;2,0;1,0;8,0;2015,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9951;B;observatorio;False;156692000,0;53,0;2956452,830188679;11,006877943022024;-74,83836359834585;"=""08001010300001003""";MIRAMAR;NORTE - CENTRO HISTORICO;"=""080010103000010030001904070004""";Medio_4;4;131399000,0;2022;3,0;2,0;1,0;7,0;2014,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9952;B;observatorio;False;240000000,0;55,0;4363636,363636363;11,006689439970778;-74,83799992981005;"=""08001010300001003""";MIRAMAR;NORTE - CENTRO HISTORICO;"=""080010103000010030001903090001""";Medio_4;4;137109000,0;2022;3,0;2,0;1,0;9,0;2015,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9953;B;observatorio;False;198511000,0;53,0;3745490,566037736;11,006839065160786;-74,83813459124312;"=""08001010300001003""";MIRAMAR;NORTE - CENTRO HISTORICO;"=""080010103000010030001903070006""";Medio_4;4;131399000,0;2022;3,0;2,0;1,0;7,0;2015,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9954;B;observatorio;False;180000000,0;55,0;3272727,272727273;11,006648471911713;-74,83791450515147;"=""08001010300001003""";MIRAMAR;NORTE - CENTRO HISTORICO;"=""080010103000010030001903030007""";Medio_4;4;137109000,0;2022;3,0;2,0;1,0;3,0;2015,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9955;B;observatorio;False;198956900,0;53,0;3753903,7735849055;11,006943368297414;-74,83832881516041;"=""08001010300001003""";MIRAMAR;NORTE - CENTRO HISTORICO;"=""080010103000010030001904080003""";Medio_4;4;131399000,0;2022;3,0;2,0;1,0;8,0;2014,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9956;B;observatorio;False;198284000,0;53,0;3741207,547169811;11,006943368297414;-74,83832881516041;"=""08001010300001003""";MIRAMAR;NORTE - CENTRO HISTORICO;"=""080010103000010030001904080003""";Medio_4;4;131399000,0;2022;3,0;2,0;1,0;8,0;2014,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9957;B;observatorio;False;242431345,0;55,0;4407842,636363637;11,006836777574007;-74,83827883140854;"=""08001010300001003""";MIRAMAR;NORTE - CENTRO HISTORICO;"=""080010103000010030001904110001""";Medio_4;4;137109000,0;2022;3,0;2,0;1,0;11,0;2014,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9958;B;observatorio;False;211000000,0;53,0;3981132,0754716983;11,006564547123645;-74,83849612563219;"=""08001010300001003""";MIRAMAR;NORTE - CENTRO HISTORICO;"=""080010103000010030001905100003""";Medio_4;4;131399000,0;2022;3,0;2,0;1,0;10,0;2015,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9959;B;observatorio;False;180000000,0;55,0;3272727,272727273;11,006645708816494;-74,83844950878319;"=""08001010300001003""";MIRAMAR;NORTE - CENTRO HISTORICO;"=""080010103000010030001905060002""";Medio_4;4;137109000,0;2022;3,0;2,0;1,0;6,0;2015,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9960;B;observatorio;False;195000000,0;53,0;3679245,283018868;11,006446181406021;-74,83889996621785;"=""08001010300001003""";MIRAMAR;NORTE - CENTRO HISTORICO;"=""080010103000010030001907040004""";Medio_4;4;131399000,0;2022;3,0;2,0;1,0;4,0;2015,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9961;B;observatorio;False;207000000,0;55,0;3763636,3636363638;11,006364915043946;-74,83894593969931;"=""08001010300001003""";MIRAMAR;NORTE - CENTRO HISTORICO;"=""080010103000010030001907040005""";Medio_4;4;137109000,0;2022;3,0;2,0;1,0;4,0;2024,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9962;B;observatorio;False;210000000,0;55,0;3818181,8181818184;11,006563239421101;-74,83892011394977;"=""08001010300001003""";MIRAMAR;NORTE - CENTRO HISTORICO;"=""080010103000010030001907090002""";Medio_4;4;137109000,0;2022;3,0;2,0;1,0;9,0;2015,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9963;B;observatorio;False;207000000,0;55,0;3763636,3636363638;11,00621662151712;-74,83868446852107;"=""08001010300001003""";MIRAMAR;NORTE - CENTRO HISTORICO;"=""080010103000010030001906020005""";Medio_4;4;137109000,0;2022;3,0;2,0;1,0;2,0;2011,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9964;B;observatorio;False;200000000,0;55,0;3636363,6363636362;11,006380037861119;-74,83859369027697;"=""08001010300001003""";MIRAMAR;NORTE - CENTRO HISTORICO;"=""080010103000010030001906040001""";Medio_4;4;137109000,0;2022;3,0;2,0;1,0;4,0;2011,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9965;B;observatorio;False;220000000,0;55,0;4000000,0;11,006528332358585;-74,83885516067073;"=""08001010300001003""";MIRAMAR;NORTE - CENTRO HISTORICO;"=""080010103000010030001907050001""";Medio_4;4;137109000,0;2022;3,0;2,0;1,0;5,0;2023,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9966;B;observatorio;False;231750345,0;53,0;4372648,018867925;11,006746078532542;-74,83881716338546;"=""08001010300001003""";MIRAMAR;NORTE - CENTRO HISTORICO;"=""080010103000010030001908040003""";Medio_4;4;131399000,0;2022;3,0;2,0;1,0;4,0;2015,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9967;B;observatorio;False;195000000,0;53,0;3679245,283018868;11,006746078532542;-74,83881716338546;"=""08001010300001003""";MIRAMAR;NORTE - CENTRO HISTORICO;"=""080010103000010030001908040003""";Medio_4;4;131399000,0;2022;3,0;2,0;1,0;4,0;2015,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9968;B;observatorio;False;160000000,0;53,0;3018867,9245283017;11,006746078532542;-74,83881716338546;"=""08001010300001003""";MIRAMAR;NORTE - CENTRO HISTORICO;"=""080010103000010030001908040003""";Medio_4;4;131399000,0;2022;3,0;2,0;1,0;4,0;2015,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9969;B;observatorio;False;222029000,0;55,0;4036890,909090909;11,006826350716072;-74,83877243674353;"=""08001010300001003""";MIRAMAR;NORTE - CENTRO HISTORICO;"=""080010103000010030001908080002""";Medio_4;4;137109000,0;2022;3,0;2,0;1,0;8,0;2015,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9970;B;observatorio;False;195000000,0;53,0;3679245,283018868;11,007006799092771;-74,83867674898373;"=""08001010300001003""";MIRAMAR;NORTE - CENTRO HISTORICO;"=""080010103000010030001909070003""";Medio_4;4;131399000,0;2022;3,0;2,0;1,0;7,0;2014,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9971;B;observatorio;False;210000000,0;55,0;3818181,8181818184;11,00708707036246;-74,83863202226698;"=""08001010300001003""";MIRAMAR;NORTE - CENTRO HISTORICO;"=""080010103000010030001909010002""";Medio_4;4;137109000,0;2022;3,0;2,0;1,0;1,0;2014,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9990;B;observatorio;False;840000000,0;1044,0;804597,7011494252;11,006775627436644;-74,8207445378945;"=""08001010300000330""";SAN VICENTE;RIOMAR;"=""080010103000003300010000000000""";No_Aplica;;625473000,0;2022;6,0;3,0;2,0;1,0;2022,0;Institucional_Aulas_de_Clases;NPH;otro_uso;unidad_2022;unidad;;False;True;True;False;True;True;False;False;True;True
B:9991;B;observatorio;False;1075000000,0;658,0;1633738,6018237083;11,006691085149303;-74,82078412503353;"=""08001010300000330""";SAN VICENTE;RIOMAR;"=""080010103000003300046000000000""";No_Aplica;;741429000,0;2022;5,0;3,0;2,0;2,0;2022,0;Comercial_Oficinas_Consultorios;NPH;otro_uso;unidad_2022;unidad;;False;True;True;False;True;True;False;False;True;True
B:9992;B;observatorio;False;1650000000,0;316,0;5221518,987341772;11,003739566716558;-74,82121158102558;"=""08001010300000307""";SAN VICENTE;RIOMAR;"=""080010103000003070008000000000""";No_Aplica;;904798000,0;2022;0,0;2,0;1,0;1,0;2017,0;Comercial_Oficinas_Consultorios;NPH;otro_uso;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9997;B;observatorio;False;400000000,0;332,45;1203188,449390886;10,9967505640914;-74,82687001512355;"=""08001010300000521""";LA CUMBRE;NORTE - CENTRO HISTORICO;"=""080010103000005210028000000000""";Medio_4;4;316252000,0;2022;3,0;3,0;1,0;1,0;2015,0;Residencial_Vivienda_Hasta_3_Pisos;NPH;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9998;B;observatorio;False;300000000,0;133,0;2255639,097744361;10,995884716146925;-74,82743261946173;"=""08001010300000521""";LA CUMBRE;NORTE - CENTRO HISTORICO;"=""080010103000005210005901010004""";Medio_4;4;221089000,0;2022;3,0;2,0;2,0;1,0;2014,0;Residencial_Vivienda_Hasta_3_Pisos_En_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:9999;B;observatorio;False;270000000,0;157,0;1719745,2229299364;10,99775364880734;-74,82934678684508;"=""08001010300000543""";LA CUMBRE;NORTE - CENTRO HISTORICO;"=""080010103000005430082000000000""";Medio_4;4;221867000,0;2022;4,0;3,0;1,0;1,0;1996,0;Residencial_Vivienda_Hasta_3_Pisos;NPH;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:10000;B;observatorio;False;550000000,0;206,0;2669902,9126213593;10,997325128567123;-74,82902295692978;"=""08001010300000543""";LA CUMBRE;NORTE - CENTRO HISTORICO;"=""080010103000005430014000000000""";Medio_Alto_5;5;381630000,0;2022;4,0;3,0;1,0;1,0;2002,0;Residencial_Vivienda_Hasta_3_Pisos;NPH;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:10001;B;observatorio;False;680000000,0;334,0;2035928,1437125748;10,996544122424433;-74,82966509103623;"=""08001010300000544""";LA CUMBRE;NORTE - CENTRO HISTORICO;"=""080010103000005440019000000000""";Medio_Alto_5;5;458379000,0;2022;6,0;4,0;1,0;1,0;1998,0;Residencial_Vivienda_Hasta_3_Pisos;NPH;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:10002;B;observatorio;False;472500000,0;129,0;3662790,697674419;11,000204378552356;-74,82701134033817;"=""08001010300000360""";LA CUMBRE;NORTE - CENTRO HISTORICO;"=""080010103000003600006901010001""";Alto_6;6;210501000,0;2022;3,0;2,0;3,0;1,0;2022,0;Residencial_Vivienda_Hasta_3_Pisos_En_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:10063;B;observatorio;False;288000000,0;65,0;4430769,230769231;10,992000850050973;-74,81057701317953;"=""08001010100000439""";CIUDAD JARDIN;NORTE - CENTRO HISTORICO;"=""080010101000004390006901060005""";Medio_Alto_5;5;156265000,0;2022;3,0;2,0;1,0;6,0;2017,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:10064;B;observatorio;False;200000000,0;65,0;3076923,076923077;10,99202293291215;-74,810397096783;"=""08001010100000439""";CIUDAD JARDIN;NORTE - CENTRO HISTORICO;"=""080010101000004390006901040002""";Medio_Alto_5;5;156360000,0;2022;3,0;2,0;1,0;4,0;2010,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:10065;B;observatorio;False;260000000,0;65,0;4000000,0;10,992090311960231;-74,81053754207841;"=""08001010100000439""";CIUDAD JARDIN;NORTE - CENTRO HISTORICO;"=""080010101000004390006901150006""";Medio_Alto_5;5;156304000,0;2022;3,0;2,0;1,0;15,0;2017,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:10066;B;observatorio;False;350000000,0;190,0;1842105,2631578948;10,993309164611993;-74,81088685890072;"=""08001010100000440""";CIUDAD JARDIN;NORTE - CENTRO HISTORICO;"=""080010101000004400013000000000""";No_Aplica;;300138000,0;2022;0,0;3,0;1,0;1,0;1997,0;Comercial_Oficinas_Consultorios;NPH;otro_uso;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:10067;B;observatorio;False;350000000,0;189,0;1851851,851851852;10,993379141084553;-74,81086190182825;"=""08001010100000440""";CIUDAD JARDIN;NORTE - CENTRO HISTORICO;"=""080010101000004400014000000000""";No_Aplica;;297047000,0;2022;4,0;3,0;1,0;1,0;1997,0;Comercial_Oficinas_Consultorios;NPH;otro_uso;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:10068;B;observatorio;False;652000000,0;182,0;3582417,5824175826;10,99275435205316;-74,82050797310151;"=""08001010300000122""";CIUDAD JARDIN;NORTE - CENTRO HISTORICO;"=""080010103000001220009901010006""";Medio_4;4;388571000,0;2022;3,0;3,0;1,0;1,0;2022,0;Residencial_Vivienda_Hasta_3_Pisos_En_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:10069;B;observatorio;False;300000000,0;93,0;3225806,4516129033;10,992738247414579;-74,81895972196833;"=""08001010300000123""";CIUDAD JARDIN;NORTE - CENTRO HISTORICO;"=""080010103000001230007901090006""";Medio_4;4;192796000,0;2022;3,0;2,0;1,0;9,0;2017,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:10070;B;observatorio;False;300000000,0;13,0;23076923,076923076;10,992868066371415;-74,818941214945;"=""08001010300000123""";CIUDAD JARDIN;NORTE - CENTRO HISTORICO;"=""080010103000001230007901990010""";Medio_4;4;10649000,0;2022;0,0;0,0;1,0;99,0;2017,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;True;True;True;False
B:10071;B;observatorio;False;300000000,0;13,0;23076923,076923076;10,992870790234573;-74,81896751439619;"=""08001010300000123""";CIUDAD JARDIN;NORTE - CENTRO HISTORICO;"=""080010103000001230007901990011""";Medio_4;4;10649000,0;2022;0,0;0,0;1,0;99,0;2017,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;True;True;True;False
B:10072;B;observatorio;False;600000000,0;314,0;1910828,025477707;10,995101176538105;-74,81712300028558;"=""08001010300000126""";CIUDAD JARDIN;NORTE - CENTRO HISTORICO;"=""080010103000001260013000000000""";Medio_4;4;464876000,0;2022;3,0;2,0;1,0;1,0;2020,0;Residencial_Vivienda_Hasta_3_Pisos;NPH;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:10073;B;observatorio;False;2200000000,0;6050,16;363626,7470612347;10,995989692707731;-74,81727163822033;"=""08001010300000127""";CIUDAD JARDIN;NORTE - CENTRO HISTORICO;"=""080010103000001270018000000000""";No_Aplica;;388523000,0;2022;2,0;1,0;1,0;1,0;2025,0;Anexo_Cimientos_Estructura_Muros_y_Placa_Base;NPH;anexo;terreno_ladm;unidad;;False;False;True;False;True;True;False;False;True;False
B:10074;B;observatorio;False;1601295000,0;394,0;4064200,507614213;10,994104960756689;-74,81422749372113;"=""08001010300000011""";CIUDAD JARDIN;NORTE - CENTRO HISTORICO;"=""080010103000000110004000000000""";No_Aplica;;338655000,0;2022;3,0;2,0;2,0;1,0;2021,0;Comercial_Comercio;NPH;otro_uso;unidad_2022;unidad;;False;True;True;False;True;True;False;False;True;True
B:10075;B;observatorio;False;260000000,0;63,0;4126984,126984127;10,991931300999314;-74,81752961969615;"=""08001010300000067""";CIUDAD JARDIN;NORTE - CENTRO HISTORICO;"=""080010103000000670024901050007""";Medio_Alto_5;5;112797000,0;2022;3,0;2,0;1,0;5,0;2017,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:10076;B;observatorio;False;220000000,0;72,0;3055555,5555555555;10,991885605777457;-74,81756969338191;"=""08001010300000067""";CIUDAD JARDIN;NORTE - CENTRO HISTORICO;"=""080010103000000670024901030004""";Medio_Alto_5;5;128926000,0;2022;3,0;2,0;1,0;3,0;2017,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:10077;B;observatorio;False;176000000,0;2,0;88000000,0;10,99175100689424;-74,81741778971632;"=""08001010300000067""";CIUDAD JARDIN;NORTE - CENTRO HISTORICO;"=""080010103000000670024901980001""";Medio_Alto_5;5;1969000,0;2022;0,0;0,0;1,0;98,0;2014,0;Industrial_Bodegas_Casa_Bomba_en_PH;PH_Unidad_Predial;otro_uso;unidad_2022;unidad;;False;False;True;False;True;True;False;False;False;True
B:10078;B;observatorio;False;260000000,0;4,0;65000000,0;10,991779276818669;-74,817379461876;"=""08001010300000067""";CIUDAD JARDIN;NORTE - CENTRO HISTORICO;"=""080010103000000670024901980003""";Medio_Alto_5;5;720000,0;2022;0,0;0,0;1,0;98,0;2014,0;Industrial_Bodegas_Casa_Bomba_en_PH;PH_Unidad_Predial;otro_uso;unidad_2022;unidad;;False;False;True;False;True;True;False;False;False;True
B:10079;B;observatorio;False;121069852,0;38,0;3186048,736842105;10,990222378408085;-74,8198765501154;"=""08001010300000066""";CIUDAD JARDIN;NORTE - CENTRO HISTORICO;"=""080010103000000660044901020001""";Medio_4;4;71029000,0;2022;3,0;2,0;1,0;2,0;2024,0;Residencial_Vivienda_Hasta_3_Pisos_En_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:10080;B;observatorio;False;140000000,0;63,0;2222222,222222222;10,991931300999314;-74,81752961969615;"=""08001010300000067""";CIUDAD JARDIN;NORTE - CENTRO HISTORICO;"=""080010103000000670024901050007""";Medio_Alto_5;5;112797000,0;2022;3,0;2,0;1,0;5,0;2017,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:10081;B;observatorio;False;176000000,0;48,0;3666666,6666666665;10,991822372332635;-74,81751362145782;"=""08001010300000067""";CIUDAD JARDIN;NORTE - CENTRO HISTORICO;"=""080010103000000670024901040003""";Medio_Alto_5;5;86003000,0;2022;3,0;2,0;1,0;4,0;2017,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
B:10082;B;observatorio;False;180000000,0;45,0;4000000,0;10,992004703226689;-74,81759696811683;"=""08001010300000067""";CIUDAD JARDIN;NORTE - CENTRO HISTORICO;"=""080010103000000670024901050006""";Medio_Alto_5;5;80538000,0;2022;3,0;2,0;1,0;5,0;2017,0;Residencial_Apartamentos_4_y_mas_pisos_en_PH;PH_Unidad_Predial;vivienda;unidad_2022;unidad;;False;False;True;False;True;True;False;False;True;True
